id_emprestimo,id_usuario,id_livro,data_emprestimo,data_devolucao
14198,2491,4841,2025-07-14,2025-08-13
14199,4025,4616,2025-08-03,
14200,1466,833,2026-04-27,
14201,4030,3101,2026-04-20,
14202,621,2508,2025-09-25,2025-09-30
14203,9856,3212,2025-07-12,2025-08-03
14204,9225,3110,2026-01-20,2026-02-09
14205,268,1513,2025-07-01,2025-07-25
14206,8685,4755,2026-04-22,2026-04-25
14207,6670,3001,2026-04-05,2026-04-22
14208,1545,2954,2026-04-26,2026-05-04
14209,717,2346,2025-09-02,2025-09-10
14210,251,535,2025-09-11,2025-09-18
14211,2395,1673,2025-11-30,
14212,3712,4472,2026-01-14,2026-01-24
14213,8469,1675,2026-03-24,2026-04-10
14214,9207,1149,2026-01-12,2026-02-10
14215,1599,4239,2025-10-11,2025-10-21
14216,5483,4639,2026-02-26,2026-02-28
14217,27,1642,2026-02-27,
14218,8050,1855,2026-03-26,2026-04-01
14219,7670,2531,2026-02-19,2026-02-26
14220,4965,3419,2026-04-05,2026-04-24
14221,142,2553,2025-06-27,
14222,1814,3250,2026-03-15,
14223,2846,2532,2026-05-31,2026-06-08
14224,9643,4467,2026-04-27,2026-05-03
14225,1625,4551,2025-08-11,2025-09-03
14226,448,3291,2026-04-18,2026-04-21
14227,10355,297,2026-02-22,2026-03-18
14228,533,4162,2025-12-04,
14229,1949,2497,2026-04-04,
14230,5667,1231,2026-02-27,2026-03-11
14231,3016,3947,2025-08-27,
14232,8563,4027,2025-09-10,2025-09-26
14233,3757,4519,2025-12-01,2025-12-07
14234,3363,3105,2026-03-03,2026-03-11
14235,8780,3740,2026-03-28,2026-04-04
14236,6175,2993,2025-06-29,
14237,4306,2327,2025-09-23,
14238,6901,428,2025-10-06,2025-10-17
14239,7618,1003,2026-03-15,2026-04-10
14240,7339,3315,2025-08-24,2025-09-09
14241,6753,784,2026-04-15,
14242,842,4962,2026-05-20,2026-06-07
14243,9502,4985,2025-09-16,
14244,19,2068,2025-06-23,2025-07-01
14245,660,4895,2026-05-07,
14246,1639,2777,2026-04-13,2026-05-12
14247,7306,2956,2025-10-03,2025-10-06
14248,6657,1173,2025-07-09,2025-08-01
14249,3637,3948,2025-07-16,2025-08-13
14250,1285,2497,2025-08-31,2025-09-01
14251,7399,1146,2025-09-08,2025-09-13
14252,5141,4960,2026-04-08,2026-04-21
14253,140,2908,2026-01-23,
14254,2283,1449,2026-02-19,2026-02-27
14255,3868,3153,2025-07-05,2025-07-17
14256,4057,3335,2025-06-27,2025-07-11
14257,3653,4467,2026-03-08,2026-03-19
14258,2461,17,2025-11-12,
14259,6409,4764,2026-01-17,
14260,158,3916,2025-10-14,2025-10-17
14261,4220,2302,2025-07-28,
14262,1411,2352,2026-05-04,
14263,6588,4137,2025-12-05,2025-12-22
14264,4752,1036,2025-09-09,
14265,1802,4037,2026-03-28,2026-04-25
14266,9875,3685,2026-05-31,2026-06-21
14267,6805,4861,2025-10-25,2025-11-11
14268,2374,3545,2025-12-15,
14269,4508,2326,2025-12-06,2025-12-11
14270,3979,3640,2025-08-09,
14271,9570,1642,2025-09-09,2025-09-17
14272,8883,4054,2026-05-22,2026-06-20
14273,8392,1040,2026-02-27,2026-03-19
14274,1152,4204,2026-01-09,2026-01-26
14275,4208,1310,2025-07-15,
14276,8359,1233,2026-05-28,2026-06-09
14277,209,715,2025-07-21,2025-07-31
14278,8549,2016,2025-06-18,2025-07-18
14279,9388,3304,2026-03-17,2026-04-09
14280,971,573,2026-05-07,2026-06-04
14281,4889,4451,2026-04-09,2026-04-13
14282,759,402,2025-11-06,2025-12-02
14283,3586,402,2026-02-23,
14284,9779,842,2026-05-30,2026-06-17
14285,4947,134,2025-07-01,
14286,1411,239,2025-11-10,2025-12-10
14287,5973,3646,2025-08-05,2025-08-22
14288,16,3734,2026-05-31,2026-06-18
14289,1386,414,2025-09-02,2025-09-25
14290,2893,2227,2025-11-21,2025-12-02
14291,1376,2087,2025-08-28,2025-09-20
14292,1177,4590,2026-01-18,2026-01-29
14293,6679,4641,2026-02-16,2026-03-10
14294,1192,1944,2026-01-17,2026-02-01
14295,194,13,2026-03-07,2026-04-01
14296,4675,689,2025-08-06,2025-09-04
14297,1451,1622,2026-05-04,2026-05-18
14298,1531,86,2026-03-15,2026-03-29
14299,2865,4861,2025-09-07,
14300,6012,3926,2025-12-18,2026-01-03
14301,1286,972,2026-04-26,
14302,3807,3687,2025-09-25,2025-10-12
14303,3340,4016,2026-05-19,
14304,6338,508,2026-03-05,2026-03-29
14305,5881,3523,2025-11-21,2025-12-11
14306,1315,689,2026-01-06,2026-01-09
14307,7635,1703,2025-10-19,
14308,3485,914,2025-11-11,2025-11-17
14309,9619,4437,2026-03-16,2026-04-09
14310,4128,4604,2025-06-15,2025-07-02
14311,976,674,2026-06-01,2026-06-08
14312,5057,2952,2025-08-19,
14313,1152,2495,2026-01-27,2026-02-03
14314,7613,3933,2026-05-12,2026-05-17
14315,3012,1626,2025-10-19,
14316,9736,689,2026-02-15,2026-03-14
14317,2464,3268,2025-11-05,2025-11-11
14318,377,1208,2026-06-01,2026-06-12
14319,8815,2658,2025-07-08,2025-07-29
14320,4690,2722,2025-09-06,2025-09-15
14321,6656,1638,2026-01-20,2026-02-10
14322,3002,3373,2026-05-16,2026-05-20
14323,6716,3921,2026-02-09,
14324,5968,3253,2025-12-25,2026-01-13
14325,3983,2410,2025-10-10,2025-10-20
14326,5998,4084,2026-01-02,2026-01-29
14327,9313,2384,2026-05-10,2026-05-20
14328,6734,1911,2025-09-15,2025-09-22
14329,6375,995,2025-11-29,
14330,2331,279,2025-06-17,
14331,2591,4695,2026-06-07,2026-06-18
14332,2168,4161,2026-04-20,2026-05-01
14333,4862,1742,2025-12-06,2025-12-25
14334,9471,2594,2025-07-25,
14335,4422,2608,2026-01-26,2026-01-30
14336,5842,4755,2026-03-06,2026-03-07
14337,3191,16,2025-11-13,2025-11-18
14338,9958,279,2026-01-18,2026-02-14
14339,412,108,2025-08-25,2025-09-11
14340,8627,3319,2025-08-30,
14341,2137,4670,2026-03-31,2026-04-07
14342,7485,1004,2026-05-19,2026-05-21
14343,564,4847,2025-08-29,2025-09-02
14344,4113,3541,2025-09-24,2025-10-12
14345,6447,4320,2025-09-12,2025-10-06
14346,4136,468,2026-06-03,2026-06-20
14347,6889,1648,2025-10-15,2025-11-03
14348,389,2289,2026-03-12,2026-04-01
14349,7887,1780,2026-05-13,2026-06-06
14350,6469,3480,2026-02-13,2026-02-28
14351,1997,3715,2025-12-09,2026-01-04
14352,5420,3646,2026-04-25,2026-05-22
14353,5400,1040,2025-09-19,2025-09-22
14354,3302,1001,2025-11-11,2025-12-04
14355,4598,2401,2025-08-28,2025-09-07
14356,9084,3620,2025-06-29,2025-07-17
14357,8562,2923,2026-04-15,2026-05-10
14358,1997,2094,2025-12-18,
14359,2129,229,2026-04-26,2026-05-13
14360,4849,711,2025-11-10,2025-12-09
14361,4807,2598,2026-01-17,2026-01-20
14362,5589,3424,2026-05-05,2026-05-08
14363,3250,2019,2026-06-10,2026-06-30
14364,2514,3478,2025-07-15,2025-07-22
14365,8899,4670,2026-05-13,
14366,7630,482,2026-01-16,2026-02-02
14367,2055,689,2025-10-22,
14368,8472,4976,2025-10-13,2025-10-24
14369,5364,157,2026-04-03,2026-04-23
14370,5240,3284,2025-12-11,2025-12-13
14371,6374,3480,2025-11-12,2025-11-26
14372,7846,1360,2025-12-21,2025-12-26
14373,993,3646,2025-08-20,2025-09-02
14374,6245,741,2026-04-17,2026-05-17
14375,1779,2985,2026-03-25,2026-03-29
14376,8863,3879,2025-10-01,2025-10-21
14377,2621,3212,2025-09-19,2025-10-07
14378,8272,2345,2025-08-04,2025-08-25
14379,9081,4685,2025-07-22,2025-08-18
14380,4307,1306,2026-03-12,2026-03-31
14381,4881,1306,2025-12-31,2026-01-06
14382,958,3576,2025-11-26,2025-11-27
14383,9253,1546,2025-12-25,2025-12-27
14384,1984,4520,2025-07-02,2025-07-21
14385,2300,2064,2025-06-16,2025-07-08
14386,5947,422,2026-01-10,2026-01-28
14387,4609,765,2026-03-26,2026-04-08
14388,9026,4176,2025-10-30,2025-11-28
14389,2730,4113,2025-11-19,2025-11-22
14390,8906,2287,2025-12-24,2025-12-25
14391,3079,3873,2026-01-21,2026-02-18
14392,1594,765,2025-10-19,2025-10-21
14393,4601,598,2026-03-08,2026-03-20
14394,1091,3349,2025-09-24,2025-10-09
14395,5865,3423,2025-12-11,2025-12-15
14396,2014,1686,2025-07-30,2025-08-16
14397,7472,2606,2025-09-14,2025-10-01
14398,3486,128,2025-06-15,2025-07-05
14399,8162,2495,2025-07-18,2025-07-27
14400,5464,476,2025-12-05,2025-12-29
14401,2562,660,2025-08-07,2025-08-17
14402,497,3701,2026-05-13,2026-06-06
14403,2815,4341,2025-07-24,2025-08-07
14404,268,9,2025-11-26,2025-12-15
14405,7233,3319,2025-08-30,2025-09-01
14406,9907,3900,2025-11-19,
14407,8903,4588,2025-07-08,2025-08-01
14408,827,3239,2026-01-21,2026-02-08
14409,4573,4654,2026-05-04,2026-05-24
14410,454,515,2025-12-14,2025-12-31
14411,7976,3840,2025-10-13,2025-11-08
14412,1912,420,2026-01-18,2026-01-26
14413,1428,3975,2026-05-16,
14414,2861,1054,2025-10-27,2025-11-18
14415,7538,2304,2026-01-03,2026-01-27
14416,6371,4538,2025-08-13,2025-08-24
14417,6014,3007,2025-12-26,2026-01-07
14418,877,2498,2026-03-05,2026-03-17
14419,7802,4181,2025-06-24,
14420,3921,1301,2025-12-09,
14421,3657,4158,2026-05-30,2026-06-03
14422,5435,236,2026-05-11,
14423,2963,841,2026-05-23,2026-06-07
14424,5744,4832,2026-06-09,2026-06-25
14425,2217,2548,2025-11-24,2025-12-13
14426,2934,3631,2025-09-01,2025-09-05
14427,908,1632,2026-03-30,2026-04-02
14428,1376,2548,2025-09-22,2025-09-25
14429,6042,1292,2026-03-15,2026-04-11
14430,5692,1458,2026-02-25,2026-03-14
14431,4409,1314,2025-07-31,2025-08-19
14432,3316,3282,2026-06-14,2026-07-01
14433,8479,4191,2026-06-11,2026-06-20
14434,7336,101,2026-02-27,2026-03-24
14435,9722,1212,2026-03-07,2026-04-02
14436,4892,1270,2025-07-31,2025-08-03
14437,969,3566,2025-10-30,
14438,4638,2643,2025-07-01,2025-07-04
14439,5741,3715,2025-07-03,2025-07-26
14440,9466,4112,2025-11-24,2025-12-15
14441,1646,1136,2026-05-23,2026-06-08
14442,2136,4125,2026-03-30,
14443,6544,3743,2025-12-28,
14444,4907,3321,2025-09-29,2025-10-13
14445,1830,393,2025-07-05,2025-07-18
14446,7147,1737,2026-03-28,2026-04-02
14447,5796,3280,2025-10-22,2025-10-30
14448,6876,862,2025-12-16,2026-01-03
14449,7172,3734,2025-09-23,2025-10-07
14450,6048,795,2026-04-06,2026-04-23
14451,1079,3166,2025-07-24,
14452,9485,3514,2025-09-08,2025-09-10
14453,2736,4652,2026-02-12,2026-02-26
14454,3201,842,2026-05-08,2026-05-27
14455,1965,1826,2025-12-06,
14456,1422,4114,2025-07-13,2025-08-01
14457,4677,1073,2025-10-13,2025-11-02
14458,3644,1408,2025-07-23,2025-07-25
14459,5663,4029,2026-03-23,
14460,2880,3530,2026-05-11,2026-05-22
14461,1247,1046,2025-10-28,
14462,9267,451,2025-10-30,2025-11-28
14463,6070,381,2026-01-12,2026-01-21
14464,4033,3830,2025-12-26,2026-01-10
14465,7042,2398,2026-06-03,2026-07-01
14466,1781,351,2025-06-30,2025-07-20
14467,4016,4230,2025-12-21,2026-01-07
14468,7489,2459,2025-11-13,
14469,5938,757,2025-11-15,2025-12-03
14470,6,4528,2026-02-06,2026-02-26
14471,2528,4482,2025-12-05,2025-12-07
14472,3846,1886,2025-10-11,
14473,8439,4083,2026-06-03,2026-06-23
14474,202,4950,2026-04-26,2026-05-01
14475,7572,3568,2025-12-24,2026-01-13
14476,2229,2973,2026-01-11,2026-01-16
14477,2955,105,2025-11-30,2025-12-10
14478,2304,3401,2026-06-04,
14479,1664,518,2026-01-21,
14480,1927,4244,2025-12-15,
14481,8591,3202,2025-11-21,2025-12-09
14482,3405,2292,2026-01-14,
14483,5434,2173,2026-01-10,2026-01-12
14484,566,1136,2026-03-17,
14485,5165,4483,2026-04-03,
14486,2655,1855,2025-07-25,2025-08-12
14487,4305,2127,2025-10-25,2025-11-12
14488,652,539,2026-01-04,2026-01-06
14489,7724,1062,2026-03-18,2026-03-20
14490,9058,4327,2025-08-19,2025-08-31
14491,8517,222,2026-03-10,2026-04-08
14492,6021,2179,2026-05-03,2026-05-04
14493,4324,4861,2026-01-03,2026-01-10
14494,954,4673,2025-11-16,2025-12-09
14495,9857,4939,2026-01-10,
14496,7955,4973,2026-01-09,2026-01-17
14497,5930,779,2025-08-12,2025-08-25
14498,2560,506,2026-06-01,2026-06-03
14499,1123,661,2025-12-27,
14500,7491,134,2026-03-18,2026-03-31
14501,4827,2181,2025-07-16,2025-07-30
14502,6501,1138,2026-01-15,2026-01-20
14503,1354,3722,2025-11-05,2025-11-29
14504,849,2275,2025-10-07,2025-10-22
14505,9503,1132,2025-11-29,
14506,8972,1846,2026-01-10,2026-01-28
14507,10193,4780,2026-01-02,2026-01-12
14508,4139,2598,2025-12-27,2026-01-24
14509,9353,1434,2025-09-06,2025-10-03
14510,5790,1197,2026-06-07,
14511,8481,783,2026-04-20,2026-05-12
14512,721,3479,2025-08-29,2025-09-09
14513,2430,1458,2025-10-18,2025-11-17
14514,4541,4841,2025-06-15,2025-06-24
14515,1044,1325,2025-10-17,2025-11-07
14516,1036,644,2025-08-06,2025-08-09
14517,3961,2096,2025-06-17,2025-06-19
14518,7473,134,2026-06-09,2026-06-26
14519,6681,2967,2025-09-21,
14520,2029,2508,2026-02-10,
14521,7003,1073,2026-05-13,2026-06-10
14522,9798,4174,2026-03-06,
14523,2472,842,2026-04-04,2026-05-01
14524,7607,766,2025-09-20,2025-10-09
14525,9725,1074,2025-06-17,2025-07-02
14526,630,2391,2026-01-26,2026-02-17
14527,3701,2465,2026-05-05,2026-06-04
14528,217,1120,2025-08-25,
14529,4022,3731,2026-04-09,2026-05-05
14530,1043,3771,2025-09-03,
14531,4709,3220,2025-10-15,2025-10-23
14532,265,4317,2025-07-28,
14533,7596,1151,2025-10-06,2025-10-18
14534,30,1546,2025-06-27,
14535,8461,4010,2026-03-31,
14536,3471,1957,2025-12-07,2026-01-01
14537,4748,428,2025-10-07,2025-10-13
14538,8827,3225,2025-08-02,2025-08-24
14539,8099,1675,2026-02-22,2026-03-05
14540,9239,3277,2025-10-28,
14541,2376,1666,2025-12-09,
14542,2973,4651,2026-02-26,2026-03-25
14543,8022,1549,2025-07-10,2025-07-16
14544,9138,2492,2026-01-01,
14545,5574,2747,2026-06-03,2026-06-30
14546,3183,1882,2026-06-05,2026-06-21
14547,8904,2513,2025-08-11,2025-09-05
14548,7794,1865,2025-08-02,2025-08-19
14549,4400,3804,2026-05-16,2026-05-17
14550,9271,2983,2026-05-28,2026-06-16
14551,1111,1920,2025-08-20,
14552,4257,4746,2026-04-20,2026-05-05
14553,8374,3648,2025-09-05,2025-09-18
14554,9646,4435,2025-08-22,2025-09-01
14555,3826,129,2025-06-19,2025-06-30
14556,5437,1838,2026-05-26,
14557,4750,4724,2025-08-07,2025-08-31
14558,9672,2094,2025-09-12,2025-09-29
14559,57,2687,2025-12-20,2025-12-26
14560,6816,3644,2026-04-12,2026-05-11
14561,4936,1095,2025-11-23,2025-12-06
14562,9290,2681,2025-10-13,2025-10-30
14563,5905,1316,2026-06-11,2026-07-06
14564,883,3879,2026-04-30,2026-05-10
14565,3788,4891,2025-12-27,2026-01-22
14566,482,3314,2026-04-21,2026-05-17
14567,9541,368,2025-10-20,2025-11-06
14568,1119,2344,2026-05-16,
14569,6869,4679,2026-05-01,2026-05-21
14570,7412,2687,2026-04-17,2026-04-25
14571,4762,36,2025-12-30,2026-01-21
14572,6647,3473,2026-01-07,2026-01-13
14573,2793,3047,2025-07-14,2025-08-13
14574,9331,4746,2026-03-11,2026-03-18
14575,122,2077,2025-09-17,2025-09-22
14576,2067,2094,2026-01-16,
14577,4964,1063,2025-07-29,
14578,2137,2129,2026-02-23,2026-02-27
14579,8187,913,2025-07-07,2025-08-02
14580,1674,961,2026-01-17,2026-02-10
14581,7150,2762,2025-10-16,2025-11-15
14582,1999,783,2026-06-14,2026-06-20
14583,8812,3900,2025-07-13,2025-07-29
14584,257,1845,2025-10-22,2025-11-17
14585,8029,4775,2025-06-22,2025-07-09
14586,7733,428,2026-03-16,2026-04-06
14587,9820,2973,2026-03-17,2026-03-28
14588,9642,4460,2026-06-12,2026-06-27
14589,9321,964,2025-08-14,
14590,5036,3323,2026-06-05,2026-06-11
14591,6439,1678,2026-03-30,2026-04-26
14592,4504,4634,2026-05-31,2026-06-06
14593,9693,3299,2026-03-15,
14594,1674,2289,2025-12-09,2025-12-10
14595,4007,2287,2026-03-29,2026-04-22
14596,8491,279,2025-09-29,
14597,4028,765,2026-01-10,2026-01-12
14598,9677,1007,2025-11-19,2025-11-25
14599,3337,1800,2025-07-16,2025-08-03
14600,1835,4507,2026-06-14,2026-07-07
14601,9676,4382,2025-11-25,2025-12-24
14602,4595,4629,2025-08-26,2025-09-03
14603,702,3113,2026-01-20,2026-01-29
14604,3100,202,2025-12-02,
14605,9793,1231,2026-05-07,2026-06-01
14606,4157,1369,2025-09-16,2025-09-29
14607,8179,3200,2025-08-20,2025-08-21
14608,4860,4112,2026-03-04,2026-03-06
14609,4201,651,2026-04-30,2026-05-15
14610,9926,4930,2025-08-13,2025-08-25
14611,810,1483,2025-10-15,2025-10-25
14612,5118,4320,2026-04-15,2026-04-24
14613,5146,2125,2026-04-27,2026-05-27
14614,3626,3570,2025-10-23,
14615,926,2490,2025-07-10,2025-08-08
14616,4419,2910,2025-08-28,2025-09-11
14617,7693,1356,2025-12-18,2025-12-29
14618,3903,4001,2025-12-20,
14619,4162,3113,2025-09-28,
14620,8576,3917,2025-11-13,
14621,1808,2757,2026-01-06,2026-01-24
14622,3583,2841,2025-09-08,2025-09-22
14623,3333,221,2026-06-05,
14624,8063,1303,2026-02-07,2026-02-14
14625,2684,2519,2026-06-08,2026-06-30
14626,1630,4029,2026-05-12,2026-05-17
14627,1255,3715,2025-09-24,2025-09-28
14628,10441,554,2026-02-15,2026-03-06
14629,6914,713,2026-05-07,2026-06-05
14630,2830,3822,2026-01-05,2026-01-06
14631,1939,347,2026-03-30,
14632,1573,526,2025-10-28,
14633,4247,4121,2025-09-26,2025-10-01
14634,5974,1463,2026-01-06,2026-01-29
14635,9077,4514,2025-10-29,
14636,252,154,2025-09-23,
14637,2231,2111,2025-09-30,
14638,876,4231,2025-09-23,2025-10-10
14639,1158,2199,2025-11-16,2025-12-15
14640,2495,2946,2026-04-22,2026-05-11
14641,4215,1226,2026-05-20,2026-05-24
14642,4210,3297,2025-08-29,2025-09-26
14643,8776,4324,2026-02-22,2026-03-10
14644,9794,1385,2026-03-17,2026-03-23
14645,4057,2041,2025-12-14,2025-12-21
14646,1184,176,2025-12-11,2025-12-13
14647,7574,4248,2025-08-23,2025-09-01
14648,9800,4380,2026-06-03,2026-06-04
14649,9706,2821,2026-04-05,2026-04-19
14650,2440,1503,2026-03-03,2026-03-23
14651,5735,3325,2026-01-20,2026-02-13
14652,7722,3997,2026-04-20,2026-05-11
14653,435,685,2026-05-17,2026-06-09
14654,6193,728,2025-08-12,2025-08-30
14655,5673,3078,2026-05-19,2026-05-24
14656,6236,2468,2025-11-14,2025-11-30
14657,3976,4016,2025-12-01,
14658,7823,3890,2025-10-01,2025-10-06
14659,2367,3145,2026-01-18,2026-01-20
14660,5485,4609,2025-11-07,2025-11-08
14661,3702,2920,2025-08-20,2025-09-03
14662,4964,3099,2025-11-10,2025-12-05
14663,4574,2236,2025-07-09,2025-07-19
14664,1199,2879,2025-11-10,2025-12-01
14665,6646,3396,2025-10-19,2025-11-04
14666,4634,3596,2026-04-17,
14667,8004,4085,2025-08-21,
14668,4285,4112,2026-01-06,2026-01-21
14669,809,3646,2025-06-26,
14670,8924,3777,2026-03-24,2026-04-19
14671,1614,3378,2026-03-10,2026-03-16
14672,9005,2710,2025-12-30,2026-01-25
14673,9626,4320,2025-11-27,2025-12-27
14674,2148,3967,2025-07-04,2025-07-11
14675,3413,4910,2025-09-14,2025-10-11
14676,6884,3740,2026-04-06,2026-04-11
14677,9562,2545,2025-12-04,2025-12-26
14678,8342,3966,2025-08-18,2025-09-09
14679,4591,1692,2025-08-07,2025-08-09
14680,8220,1093,2026-04-01,
14681,1885,2391,2025-08-17,2025-08-28
14682,1702,3399,2025-08-24,2025-08-26
14683,8477,2366,2025-08-19,2025-08-30
14684,310,1763,2025-08-07,
14685,9395,3308,2025-06-29,2025-07-05
14686,6344,252,2025-11-04,2025-11-18
14687,1758,4306,2026-02-26,2026-03-13
14688,5133,1032,2025-08-29,2025-08-31
14689,8545,2322,2025-08-06,2025-08-12
14690,4646,4557,2025-07-23,2025-08-08
14691,2549,383,2025-10-15,2025-10-31
14692,8552,3378,2026-05-15,2026-05-26
14693,325,4943,2026-03-22,2026-04-11
14694,3775,1886,2025-12-11,2025-12-24
14695,2805,1490,2026-05-25,2026-06-17
14696,856,3475,2025-06-30,2025-07-04
14697,1356,2133,2025-10-18,
14698,3267,3409,2026-03-27,2026-04-21
14699,4007,3528,2025-07-18,2025-08-06
14700,4168,53,2025-12-02,2025-12-31
14701,8805,4327,2026-01-06,2026-01-27
14702,4799,4234,2026-04-18,
14703,8756,1314,2026-04-19,2026-05-06
14704,4121,2986,2026-06-13,2026-07-11
14705,6881,2395,2025-08-25,2025-09-08
14706,3267,4663,2025-08-31,
14707,6491,1235,2026-02-02,2026-03-04
14708,2894,1590,2025-08-06,2025-08-24
14709,7178,279,2025-08-15,2025-09-12
14710,5099,3177,2025-08-03,2025-08-16
14711,1736,1763,2025-11-12,2025-11-20
14712,4498,2808,2026-04-05,2026-04-23
14713,938,1650,2026-02-20,2026-03-04
14714,405,1709,2026-03-13,
14715,1022,1620,2025-09-25,2025-10-17
14716,2799,4201,2026-04-14,2026-04-17
14717,5937,700,2025-11-05,
14718,6911,884,2026-02-20,
14719,9582,362,2026-04-04,
14720,8068,2872,2025-08-09,
14721,2476,1354,2026-04-10,2026-04-18
14722,2273,4864,2025-07-26,2025-08-06
14723,3758,4962,2025-09-29,2025-10-27
14724,9182,82,2026-03-20,2026-03-28
14725,3457,4122,2026-04-07,
14726,8182,3245,2025-08-16,2025-08-31
14727,4986,1256,2025-08-17,2025-08-27
14728,3721,3602,2025-10-25,2025-11-10
14729,502,3630,2026-05-09,2026-06-04
14730,4927,379,2026-05-12,2026-05-14
14731,3933,385,2025-09-12,2025-10-11
14732,5153,97,2026-05-01,2026-05-03
14733,5027,739,2025-08-18,2025-09-04
14734,9531,4882,2025-07-24,
14735,9032,3876,2025-09-04,2025-09-12
14736,6057,2495,2025-12-03,2025-12-26
14737,688,720,2025-10-09,2025-10-13
14738,1074,4193,2026-04-30,2026-05-04
14739,278,4781,2025-10-26,2025-11-03
14740,5931,2886,2025-10-01,2025-10-23
14741,6894,1780,2025-10-01,2025-10-23
14742,7775,1652,2025-07-14,
14743,6105,1437,2026-01-27,2026-02-05
14744,6710,2910,2026-01-26,2026-02-13
14745,5089,2346,2025-11-25,2025-12-12
14746,6219,2159,2025-10-16,
14747,8451,1298,2026-05-25,2026-05-31
14748,6271,1314,2025-07-10,
14749,9785,2598,2025-06-20,2025-07-09
14750,814,4646,2026-05-21,
14751,6085,1247,2026-04-11,2026-05-02
14752,8637,3710,2026-04-23,2026-05-23
14753,8835,1798,2025-11-22,2025-12-11
14754,3365,2459,2025-06-30,2025-07-21
14755,5621,1053,2025-11-25,2025-12-14
14756,5662,2791,2025-09-19,2025-10-01
14757,4828,1952,2025-09-29,2025-10-19
14758,56,3411,2026-01-01,2026-01-27
14759,6317,4955,2025-08-05,2025-08-18
14760,8178,2058,2025-07-22,2025-08-09
14761,5196,2954,2026-01-06,2026-01-15
14762,9324,1355,2025-10-22,2025-10-23
14763,4414,1892,2026-04-20,2026-05-14
14764,5743,4634,2026-01-19,2026-01-30
14765,4424,1793,2025-10-21,
14766,824,2322,2026-05-03,2026-06-01
14767,2682,1055,2025-08-19,2025-09-09
14768,5222,689,2026-03-15,2026-04-09
14769,5970,1414,2026-06-10,2026-06-19
14770,3411,3372,2026-05-08,2026-05-27
14771,6599,4982,2025-09-02,2025-09-20
14772,7760,751,2025-06-29,2025-07-06
14773,4807,2739,2026-02-28,2026-03-22
14774,6532,788,2025-12-07,2025-12-09
14775,6678,2046,2025-08-17,
14776,9821,2780,2026-02-17,
14777,1235,2165,2026-02-08,2026-02-18
14778,4401,4098,2025-09-19,2025-10-09
14779,6579,3604,2025-12-23,2026-01-21
14780,6102,4281,2026-01-16,2026-02-09
14781,4912,2398,2025-10-19,2025-10-25
14782,3820,2041,2025-10-26,2025-11-01
14783,3656,2495,2025-09-06,2025-10-02
14784,9741,784,2026-04-15,2026-04-28
14785,3924,2354,2025-10-17,2025-11-01
14786,3170,4471,2025-08-26,2025-08-29
14787,3651,4812,2025-08-06,2025-08-24
14788,2836,779,2026-01-18,2026-01-25
14789,898,4853,2026-04-21,
14790,5339,4587,2026-05-25,2026-05-27
14791,1955,1381,2026-03-17,
14792,1019,2391,2025-11-26,2025-12-22
14793,7662,1205,2025-10-13,2025-11-10
14794,2824,1831,2025-11-14,2025-11-25
14795,2996,3200,2026-05-23,2026-05-29
14796,4501,4771,2025-08-15,2025-09-02
14797,2277,2662,2026-03-08,
14798,9417,1718,2025-11-19,2025-11-22
14799,8277,4861,2025-08-05,2025-08-12
14800,218,4987,2026-02-15,
14801,7579,4383,2025-11-29,2025-12-15
14802,4790,3875,2026-03-21,
14803,9134,2964,2026-03-10,
14804,8410,3378,2025-08-07,2025-08-15
14805,7105,3187,2025-12-06,2025-12-31
14806,7466,4362,2026-01-22,2026-02-12
14807,6398,2436,2026-03-30,2026-04-27
14808,8669,3159,2025-08-19,
14809,9440,3155,2026-01-19,
14810,6744,2401,2025-10-06,2025-10-30
14811,6011,2724,2026-05-17,2026-05-27
14812,985,676,2025-12-03,2025-12-21
14813,466,2762,2026-05-02,2026-05-23
14814,2678,2039,2025-09-16,2025-10-12
14815,2045,1549,2026-02-08,2026-03-02
14816,8441,4236,2025-07-21,
14817,9002,756,2026-03-29,2026-04-10
14818,4031,554,2026-02-25,2026-03-20
14819,6903,4965,2025-11-16,2025-12-02
14820,5126,4282,2025-07-18,2025-08-02
14821,9419,2910,2026-03-30,2026-04-13
14822,5759,4643,2025-09-30,2025-10-29
14823,6953,1094,2025-08-22,2025-09-04
14824,1240,1780,2025-07-06,2025-07-18
14825,1589,4812,2025-12-26,2026-01-12
14826,8467,4029,2025-07-01,2025-07-19
14827,4579,925,2025-08-25,2025-09-05
14828,79,4557,2025-12-26,2026-01-19
14829,9072,1308,2026-06-01,2026-06-13
14830,4644,866,2025-10-25,2025-11-19
14831,8655,1939,2025-09-14,
14832,1295,3025,2025-06-18,2025-06-26
14833,8894,3070,2025-11-03,2025-11-13
14834,5992,1063,2025-07-25,2025-07-29
14835,8662,4269,2025-11-21,2025-12-09
14836,7844,2545,2025-12-08,
14837,7180,4349,2026-01-21,
14838,856,3419,2025-07-29,2025-08-17
14839,807,1445,2026-02-25,2026-03-26
14840,1739,3070,2026-04-24,2026-05-05
14841,367,3419,2026-04-24,2026-05-03
14842,2574,3038,2025-09-25,2025-10-01
14843,901,4820,2026-01-14,2026-01-18
14844,3871,3151,2026-05-25,2026-06-05
14845,5267,586,2026-04-19,2026-05-01
14846,2467,858,2026-02-25,2026-03-04
