id_avaliacao,id_usuario,id_livro,nota,comentario,data_avaliacao
2991,5649,2820,3,Memoria memoria vento,2026-02-24
2992,4067,4736,5,Sombra sombra,2025-09-10
2993,9387,3827,4,Luz mundo,2026-03-01
2994,2958,4421,2,Mar sonho mar mar,2025-11-23
2995,1973,4803,4,Sombra mar,2026-01-08
2996,1564,1600,5,Memoria leitura,2026-04-03
2997,371,2737,3,Memoria vento cidade mar,2026-06-12
2998,1642,1843,3,Vento historia,2025-10-15
2999,6115,3623,2,Mundo historia sombra,2026-01-11
3000,296,3900,4,Cidade silencio cidade mar,2026-05-29
3001,3677,1715,4,Fogo sombra sombra,2026-05-01
3002,9999,1075,3,Memoria memoria fogo,2025-07-31
3003,3868,960,3,Cidade leitura sombra,2025-11-27
3004,4113,1138,4,Fogo sombra,2026-03-25
3005,1091,1006,3,Cidade fogo,2025-07-17
3006,7758,3945,5,Mar mundo,2025-07-21
3007,9824,632,4,Sombra dados,2026-03-20
3008,8768,1105,5,Sonho tempo mar,2026-01-23
3009,2114,4117,1,Fogo sombra,2026-04-27
3010,8868,1259,2,Sombra memoria,2025-06-17
3011,1615,461,5,Historia tempo luz,2025-09-26
3012,5740,2759,4,Sonho historia cidade sonho,2026-06-10
3013,8502,3225,3,Tempo fogo luz sombra,2025-12-27
3014,4755,3924,2,Luz dados,2026-03-21
3015,8504,2330,4,Sonho historia vento tempo,2026-03-06
3016,7782,2549,4,Cidade tempo mar,2026-04-26
3017,1946,1235,3,Fogo historia memoria,2026-03-07
3018,6077,611,3,Mundo historia,2025-09-06
3019,9244,1811,3,Historia sombra mundo sonho,2025-07-12
3020,5347,3743,4,Dados fogo sonho,2026-04-19
3021,4,1549,3,Silencio cidade luz,2025-06-15
3022,386,2922,1,Luz mundo dados leitura,2025-12-07
3023,9403,842,2,Memoria cidade fogo vento,2026-02-11
3024,970,1678,5,Mar vento,2025-07-14
3025,8738,279,2,Sonho dados sonho silencio,2026-03-07
3026,1448,1678,5,Sombra luz vento luz,2025-10-23
3027,9948,3371,5,Silencio tempo sombra,2025-12-18
3028,3738,4091,5,Memoria silencio,2025-10-04
3029,8271,901,3,Cidade luz luz,2025-07-22
3030,6486,3777,5,Luz silencio,2025-07-02
3031,5633,4311,3,Mundo fogo historia leitura,2026-01-24
3032,6865,4592,3,Vento luz,2026-02-18
3033,5663,1003,2,Leitura cidade fogo cidade,2026-05-28
3034,8104,4906,4,Historia historia,2026-02-11
3035,5344,4677,3,Mundo leitura silencio,2026-01-31
3036,6511,4052,4,Vento mar mundo,2026-05-09
3037,4887,3118,4,Tempo memoria memoria,2025-09-25
3038,2625,4861,3,Luz vento,2025-08-09
3039,7350,4931,4,Sonho mundo vento fogo,2026-02-24
3040,1057,1489,3,Luz tempo luz,2025-12-03
3041,4337,3061,5,Mar vento sombra vento,2026-05-16
3042,5616,4811,4,Mar fogo leitura sombra,2026-04-21
3043,5371,1855,4,Dados historia memoria,2025-06-14
3044,3333,2345,4,Silencio historia,2025-11-07
3045,861,4052,5,Mar silencio fogo,2025-07-19
3046,9185,4594,3,Sombra silencio sombra,2025-09-16
3047,9415,2531,2,Memoria mar,2026-04-06
3048,5656,615,4,Leitura vento historia,2025-09-09
3049,7135,2379,4,Cidade leitura fogo,2025-08-31
3050,3754,1286,4,Silencio mundo,2026-05-10
3051,9220,4839,3,Luz historia,2025-07-01
3052,6319,3664,3,Mar luz cidade leitura,2025-09-14
3053,9491,1041,4,Dados fogo tempo mundo,2025-12-15
3054,1647,2714,3,Sonho vento,2026-04-27
3055,3211,2757,3,Historia tempo mar tempo,2025-08-27
3056,4415,844,3,Mar silencio vento,2026-04-29
3057,4974,2598,4,Sonho tempo sombra cidade,2025-09-20
3058,5689,927,3,Tempo luz,2026-03-20
3059,4840,4931,1,Leitura dados,2025-09-09
3060,593,1588,3,Mundo fogo cidade,2025-06-29
3061,48,2983,4,Sombra leitura dados,2025-06-22
3062,38,3276,3,Leitura vento,2026-04-16
3063,521,2625,2,Historia memoria dados,2025-07-02
3064,994,1265,4,Vento vento,2026-05-27
3065,2930,3955,1,Mar sombra,2025-11-17
3066,8013,160,3,Memoria luz fogo,2025-08-03
3067,7968,3994,4,Sonho vento mar dados,2026-03-04
3068,3361,3654,3,Mundo fogo sombra,2025-06-26
3069,9227,2902,4,Mar leitura,2026-05-18
3070,3037,3130,5,Memoria cidade,2025-09-18
3071,2064,267,4,Fogo fogo leitura,2026-05-26
3072,8610,1957,2,Sonho silencio vento dados,2025-06-29
3073,6302,141,4,Leitura vento,2025-10-06
3074,1523,3784,4,Leitura sombra sombra,2025-12-17
3075,8945,98,4,Sombra mundo luz memoria,2026-01-31
3076,1564,3024,5,Fogo historia,2026-04-09
3077,8472,2064,3,Historia dados,2026-01-27
3078,1486,3527,5,Sombra sombra,2025-11-18
3079,6098,1811,2,Vento memoria tempo,2025-08-06
3080,7824,3297,3,Tempo silencio tempo,2025-11-02
3081,3541,4734,4,Luz cidade leitura,2026-04-30
3082,6827,1848,3,Historia sombra,2026-03-27
3083,8518,2236,5,Mar mundo,2025-09-07
3084,4596,99,5,Memoria cidade historia,2025-12-11
3085,7658,3016,3,Memoria luz cidade,2026-04-07
3086,3540,3666,4,Mundo tempo,2025-08-22
3087,5518,4587,2,Tempo memoria,2026-02-26
3088,7142,650,4,Luz cidade dados,2026-03-05
3089,6158,3013,3,Cidade silencio,2026-03-28
3090,5693,897,4,Historia tempo,2026-01-06
3091,7618,2401,5,Fogo tempo mar fogo,2026-03-21
3092,1045,2345,3,Vento cidade tempo memoria,2025-12-01
3093,188,601,4,Memoria mar,2026-06-08
3094,457,2336,3,Leitura fogo leitura mar,2025-11-02
3095,8743,4069,3,Cidade sombra vento luz,2025-10-20
3096,3289,3499,3,Dados sonho,2026-03-30
3097,4178,3130,4,Sombra fogo memoria fogo,2026-05-03
3098,4912,3597,3,Vento mar,2025-12-25
3099,5080,1338,3,Mar cidade dados,2026-02-14
3100,3250,4981,2,Mundo memoria silencio vento,2025-11-30
3101,8464,3113,5,Tempo leitura dados,2026-03-11
3102,7561,776,3,Leitura tempo fogo cidade,2025-09-23
3103,3127,4722,5,Cidade mar,2025-11-04
3104,5542,1461,2,Cidade memoria,2025-11-05
3105,9173,1482,5,Dados luz,2026-04-17
3106,285,3243,2,Tempo tempo,2026-02-14
3107,9893,134,5,Sonho fogo dados mar,2025-12-31
3108,7320,4616,2,Silencio historia sombra mar,2025-07-24
3109,3735,4060,4,Mundo historia luz,2026-03-27
3110,2487,140,3,Historia cidade sonho sonho,2025-11-15
3111,2881,635,2,Fogo memoria fogo,2026-03-27
3112,3369,1847,3,Fogo silencio fogo,2026-05-01
3113,5994,3460,3,Sonho memoria sonho historia,2026-01-02
3114,2554,4069,3,Silencio sonho,2025-12-21
3115,9515,3242,5,Vento vento,2025-09-20
3116,6851,1691,5,Sombra vento vento,2026-03-11
3117,7425,1159,3,Mar cidade historia leitura,2026-06-11
3118,963,3305,3,Silencio memoria historia,2025-12-24
3119,7307,2345,3,Vento dados mar,2026-04-17
3120,8894,1618,2,Memoria historia silencio,2026-03-05
3121,8247,3640,5,Sombra cidade cidade cidade,2026-03-06
3122,4503,956,3,Fogo memoria sonho,2025-09-08
3123,6641,2635,3,Sonho memoria,2026-04-27
3124,5168,1046,5,Vento memoria,2026-05-17
3125,1013,4754,3,Historia sombra,2025-07-17
3126,1506,1158,2,Mundo memoria cidade,2025-08-20
3127,1784,3568,3,Tempo sonho,2025-07-24
3128,6059,2951,4,Tempo fogo memoria,2025-06-26
3129,3777,2511,3,Silencio dados silencio mundo,2026-02-21
3130,4620,3726,2,Memoria fogo,2025-12-22
3131,6633,3068,3,Historia luz leitura,2025-12-27
3132,8271,1903,5,Sonho tempo mar mundo,2025-09-03
3133,4218,79,3,Tempo leitura,2025-11-02
3134,969,4755,4,Silencio tempo,2025-08-02
3135,3120,2094,4,Sonho mundo,2026-03-10
3136,7996,74,4,Sombra luz,2026-03-31
3137,8000,3058,2,Dados cidade,2025-08-29
3138,7424,4858,3,Sonho vento,2025-11-21
3139,2942,1981,3,Vento leitura silencio mundo,2026-05-18
3140,4743,3412,4,Leitura leitura luz leitura,2026-02-20
3141,4723,1725,4,Leitura sombra vento sombra,2026-05-21
3142,7579,3592,3,Vento mar,2026-04-15
3143,2520,3234,5,Sonho cidade,2026-04-25
3144,1622,2015,1,Fogo mar vento fogo,2026-05-15
3145,5501,729,4,Historia silencio cidade,2025-10-12
3146,2239,1909,2,Historia tempo,2025-09-14
3147,6517,3693,3,Sonho sombra,2026-04-20
3148,3073,3432,4,Fogo sombra,2025-10-27
3149,2693,3937,5,Historia dados sonho mundo,2026-02-15
3150,7244,4556,4,Leitura mundo,2025-09-18
3151,8436,1964,3,Sombra mar,2026-04-26
3152,1531,3239,5,Vento cidade tempo,2025-08-31
3153,2079,105,3,Silencio cidade,2025-06-20
3154,6498,3701,3,Vento tempo,2025-11-20
3155,1144,655,3,Fogo mar sonho,2025-12-06
3156,8211,3530,3,Cidade leitura,2025-07-09
3157,925,790,2,Historia cidade,2026-03-27
3158,1727,1438,3,Mar mar fogo,2025-12-18
3159,1329,3211,3,Leitura vento dados,2026-01-14
3160,5908,921,2,Leitura vento mundo,2026-05-08
3161,152,3437,4,Historia luz tempo dados,2025-07-19
3162,1666,184,3,Tempo luz tempo dados,2025-12-07
3163,7110,4480,5,Luz leitura,2025-12-19
3164,6303,1286,5,Memoria leitura silencio mar,2026-04-02
3165,1049,3693,4,Cidade memoria cidade,2026-02-06
3166,8172,2597,3,Silencio cidade fogo,2025-12-27
3167,3152,1483,3,Tempo dados sombra dados,2025-08-24
3168,6562,3511,3,Mundo leitura,2025-06-21
3169,3562,1383,5,Vento cidade silencio,2026-06-08
3170,7120,2474,5,Memoria leitura,2025-12-06
3171,7119,878,3,Sombra silencio,2026-02-12
3172,1881,3187,5,Luz cidade leitura,2025-08-27
3173,561,2987,3,Historia sombra tempo,2025-11-03
3174,2423,2745,4,Mar silencio luz,2025-11-03
3175,6689,1791,4,Leitura sonho,2026-05-25
3176,2537,3920,4,Luz memoria,2026-05-21
3177,3100,2188,2,Luz sombra fogo,2025-09-29
3178,3909,2046,4,Tempo sombra,2026-04-30
3179,7150,968,3,Historia leitura tempo,2026-01-03
3180,3122,1713,4,Vento fogo silencio memoria,2025-09-24
3181,1724,3460,3,Tempo mar silencio,2025-10-17
3182,2174,2494,2,Memoria historia,2025-11-21
3183,3009,2816,3,Luz cidade mundo,2025-09-16
3184,1645,2284,4,Memoria dados,2025-11-10
3185,3786,4746,3,Luz cidade tempo cidade,2026-06-13
3186,2072,3070,2,Leitura tempo,2025-12-13
3187,3706,4096,5,Memoria dados tempo luz,2025-07-04
3188,4640,1955,3,Mundo silencio,2026-01-26
3189,1084,606,3,Leitura vento tempo,2026-05-06
3190,747,1259,3,Historia historia vento vento,2026-04-13
3191,9952,423,3,Vento historia,2025-08-06
3192,7453,4616,2,Vento vento tempo,2026-02-05
3193,5721,1398,2,Memoria sonho sombra vento,2025-12-19
3194,4295,1152,4,Sombra luz vento silencio,2026-01-29
3195,4129,4960,3,Historia leitura,2025-12-17
3196,6922,4143,4,Fogo leitura,2026-01-30
3197,4919,605,2,Mar silencio,2026-02-16
3198,608,4189,4,Mar historia,2026-02-07
3199,9567,2870,5,Cidade vento,2025-12-20
3200,9788,3419,5,Leitura mar mar,2025-10-23
3201,3269,219,4,Mar luz,2026-05-08
3202,8084,3221,2,Mar mundo,2025-12-12
3203,4722,4029,3,Tempo vento,2026-02-21
3204,1162,3991,3,Sonho leitura leitura mar,2026-02-08
3205,3617,678,4,Dados tempo dados,2026-04-09
3206,6881,1761,4,Mar mundo mar mar,2026-01-12
3207,7457,1821,5,Cidade tempo mundo,2025-07-28
3208,1564,4775,2,Leitura mundo fogo,2025-11-25
3209,8786,975,4,Memoria mar mundo,2025-09-10
3210,5257,3434,3,Mundo historia,2025-08-20
3211,6822,4216,1,Historia dados,2025-11-09
3212,2942,4750,2,Cidade sombra memoria mar,2025-11-29
3213,1388,1795,5,Fogo tempo,2026-01-01
3214,9556,352,4,Cidade mar,2026-05-20
3215,6230,2596,4,Leitura sombra fogo,2025-06-23
3216,9441,2372,1,Sombra memoria mundo tempo,2025-12-20
3217,6733,4126,5,Sonho tempo sonho,2025-09-28
3218,642,4663,2,Dados leitura,2026-06-02
3219,1047,143,4,Mar cidade memoria sonho,2026-01-04
3220,9369,188,3,Cidade tempo mundo,2026-05-14
3221,9182,4029,3,Dados luz,2025-07-25
3222,9116,1646,5,Mar silencio sonho,2025-10-22
3223,6381,1215,3,Mundo silencio mundo luz,2025-12-09
3224,552,2399,2,Mundo historia cidade,2025-07-03
3225,1886,2790,4,Dados cidade mundo cidade,2025-10-25
3226,4790,4472,4,Sonho sombra,2025-06-27
3227,9628,3228,1,Dados luz tempo sombra,2026-05-27
3228,5677,3039,4,Mundo sombra,2025-08-15
3229,1234,3091,5,Leitura sonho sombra silencio,2026-01-20
3230,4796,3079,2,Historia vento historia,2025-06-16
3231,7332,2214,3,Luz cidade tempo,2026-04-17
3232,8803,678,3,Tempo memoria,2026-04-10
3233,868,1596,4,Memoria luz,2026-01-09
3234,8501,1421,1,Mar mundo historia sonho,2026-03-20
3235,6652,908,4,Vento historia,2025-09-26
3236,2166,4112,3,Historia vento vento mar,2026-01-14
3237,6070,108,3,Dados vento,2025-08-28
3238,7663,2423,3,Vento vento sonho fogo,2025-07-06
3239,5638,2398,2,Sombra silencio sombra tempo,2025-12-31
3240,1069,2279,4,Dados luz leitura,2026-03-28
3241,7693,4882,4,Historia dados,2025-07-20
3242,8108,3127,4,Cidade dados mundo leitura,2025-11-09
3243,3833,3065,5,Silencio silencio tempo memoria,2025-11-17
3244,6501,920,2,Mundo luz luz,2026-03-09
3245,7019,3523,3,Sonho sonho,2025-09-27
3246,4737,4269,5,Leitura mundo sonho,2025-12-25
3247,7615,3684,2,Luz sombra,2025-09-05
3248,2059,3096,3,Leitura tempo,2026-05-20
3249,7971,701,4,Vento sombra,2026-04-12
3250,9269,2489,3,Cidade dados mundo,2026-05-31
3251,9871,1414,2,Sonho silencio dados,2026-03-04
3252,5340,349,3,Vento historia memoria vento,2026-06-06
3253,5964,397,5,Vento dados leitura,2025-09-26
3254,3815,2873,3,Vento mundo leitura,2026-01-24
3255,3214,1250,3,Sonho fogo,2025-10-09
3256,8137,4117,2,Cidade silencio leitura,2025-11-11
3257,6424,4991,5,Tempo dados,2025-06-22
3258,6239,4927,5,Memoria vento tempo mar,2025-06-15
3259,4342,3728,2,Cidade luz memoria,2026-03-28
3260,5305,1192,4,Mar historia,2026-03-17
3261,7195,2800,3,Fogo fogo,2026-04-14
3262,1140,363,4,Mar cidade historia historia,2026-03-08
3263,620,4670,5,Memoria vento tempo sonho,2026-04-17
3264,4362,4542,3,Vento silencio tempo,2025-11-20
3265,9649,1030,3,Mundo fogo sombra,2025-08-06
3266,9750,4983,4,Mundo historia sonho cidade,2025-10-15
3267,2944,4459,4,Sombra fogo,2025-07-08
3268,8878,500,4,Leitura tempo luz,2025-11-27
3269,8550,3903,3,Mar fogo leitura cidade,2026-01-17
3270,8831,2110,2,Silencio historia tempo,2025-09-28
3271,8705,600,5,Mar tempo sonho,2026-01-28
3272,112,2926,3,Mundo historia memoria,2025-09-23
3273,8646,4533,4,Tempo cidade luz vento,2025-11-23
3274,2424,3390,2,Luz historia sombra dados,2026-03-16
3275,6772,2753,5,Fogo sonho leitura luz,2026-03-01
3276,6860,1752,3,Leitura fogo tempo,2026-01-27
3277,2864,711,4,Historia luz,2026-05-16
3278,1060,130,2,Mar vento luz sonho,2025-08-02
3279,5740,1783,4,Vento mar historia sonho,2025-09-28
3280,2479,4401,4,Silencio sonho,2026-02-13
3281,1099,160,2,Cidade fogo cidade,2026-03-03
3282,5449,4841,4,Dados mar sonho,2026-02-25
3283,7621,2495,3,Tempo vento,2025-11-09
3284,5392,3992,2,Fogo sonho,2025-11-15
3285,8361,2508,4,Leitura vento,2025-06-28
3286,9739,3700,5,Silencio sonho,2026-01-26
3287,4821,1246,4,Mar sonho sombra sombra,2025-10-28
3288,2413,2534,5,Dados sombra dados,2025-10-19
3289,3985,3389,3,Tempo historia,2025-11-06
3290,4073,4038,4,Historia silencio fogo,2025-12-24
3291,2287,4317,3,Sonho fogo memoria sonho,2025-10-10
3292,8783,3179,3,Silencio historia memoria cidade,2025-10-23
3293,8125,3631,4,Mar cidade,2026-02-12
3294,5858,1231,3,Historia fogo luz tempo,2026-05-08
3295,6838,169,2,Leitura vento,2025-12-16
3296,4914,105,3,Vento leitura sonho fogo,2026-01-19
3297,9804,58,5,Silencio leitura,2025-07-15
3298,2658,1314,5,Tempo silencio tempo dados,2025-07-27
3299,4715,2715,3,Leitura vento tempo,2025-11-13
3300,8698,842,2,Historia mar sonho fogo,2025-08-29
3301,1254,1607,3,Sombra luz,2026-01-03
3302,9244,378,4,Fogo historia mundo,2025-09-04
3303,5086,3016,3,Leitura sombra,2025-11-21
3304,2132,3078,4,Memoria memoria tempo tempo,2025-12-09
3305,122,2717,2,Cidade sonho mundo sombra,2026-01-27
3306,3295,2979,2,Luz vento mar,2026-02-09
3307,7842,3386,4,Historia sonho vento,2026-01-12
3308,323,3291,4,Vento fogo leitura,2025-11-12
3309,377,350,3,Vento mundo tempo,2025-08-18
3310,2993,3420,4,Sombra silencio memoria sombra,2025-12-26
3311,2797,3553,1,Luz leitura,2026-01-18
3312,1021,728,3,Dados tempo vento,2026-01-31
3313,4412,3145,3,Fogo tempo vento dados,2026-03-02
3314,8655,689,4,Leitura leitura,2026-04-19
3315,5910,1301,3,Leitura leitura dados cidade,2025-08-26
3316,9705,2528,5,Memoria mundo silencio historia,2026-02-13
3317,4447,1608,3,Mundo cidade fogo silencio,2026-05-10
3318,8680,3968,4,Mundo sonho vento,2025-12-22
3319,5511,2205,3,Historia leitura sonho,2025-06-28
3320,6080,995,2,Tempo historia,2025-08-17
3321,2487,4751,5,Luz dados,2026-03-22
3322,7470,2383,5,Sonho luz,2025-09-24
3323,8411,4791,5,Luz silencio mundo memoria,2025-11-30
3324,5490,164,3,Memoria vento memoria,2025-08-31
3325,8785,3715,2,Luz fogo dados luz,2025-09-25
3326,3582,3686,2,Mar luz luz mar,2025-11-15
3327,3597,4747,4,Memoria leitura,2025-08-28
3328,3937,2638,3,Dados cidade dados,2025-09-30
3329,4391,2608,3,Memoria mundo mundo,2025-10-01
3330,9867,1291,3,Mundo vento mundo memoria,2025-10-14
3331,1280,4670,4,Luz sonho,2026-04-28
3332,995,1456,5,Vento mundo mundo,2025-08-07
3333,3268,2700,5,Sombra mundo mundo dados,2025-11-30
3334,326,4084,3,Historia luz cidade,2025-09-26
3335,2619,464,2,Sombra dados sonho memoria,2026-02-12
3336,7825,322,4,Memoria memoria,2025-07-16
3337,6947,2945,5,Cidade dados,2025-06-17
3338,2278,2547,1,Leitura sombra silencio mundo,2025-07-09
3339,6358,249,3,Sombra luz leitura,2026-03-09
3340,7496,897,3,Vento silencio cidade historia,2026-05-25
3341,9920,2926,2,Tempo memoria mar luz,2025-12-28
3342,8739,921,2,Leitura memoria sombra,2026-04-18
3343,634,3395,4,Tempo fogo historia sombra,2026-03-05
3344,2458,4594,4,Sombra tempo,2026-04-27
3345,3954,1026,2,Mar vento tempo,2026-01-08
3346,2144,3777,5,Cidade memoria silencio silencio,2025-09-29
3347,8264,3294,3,Sombra cidade,2026-03-03
3348,7246,4221,5,Vento luz dados mar,2025-12-16
3349,8821,2459,5,Historia memoria,2026-05-11
3350,2103,4629,5,Dados luz silencio memoria,2026-01-14
3351,3150,2974,3,Cidade mar mar,2026-01-13
3352,6993,2468,2,Sonho historia cidade fogo,2026-01-17
3353,9103,2326,4,Silencio mundo,2026-06-06
3354,1893,2284,5,Leitura luz historia cidade,2026-01-01
3355,8591,1587,5,Luz mar historia,2025-11-14
3356,6349,3515,3,Silencio sombra,2026-04-11
3357,5450,4297,4,Sombra tempo dados,2025-09-16
3358,492,538,5,Mundo mundo leitura,2026-04-03
3359,8331,1785,3,Silencio silencio fogo silencio,2026-06-14
3360,1895,4085,3,Tempo sonho leitura leitura,2025-07-27
3361,4956,2902,4,Vento silencio mar memoria,2026-02-11
3362,9887,3307,4,Mar fogo dados historia,2025-07-25
3363,4297,1693,3,Leitura silencio dados,2025-09-17
3364,3713,4834,3,Historia memoria,2025-11-29
3365,3230,3989,5,Vento sombra tempo mar,2025-06-18
3366,420,1677,3,Memoria tempo vento,2026-01-27
3367,783,2841,4,Fogo tempo,2026-03-02
3368,3091,3212,3,Dados fogo,2025-11-15
3369,8347,2256,2,Mundo luz silencio sombra,2025-11-13
3370,3133,1001,2,Mundo fogo tempo vento,2026-05-12
3371,9786,1445,5,Luz memoria cidade,2026-01-13
3372,5831,3909,4,Tempo mar luz cidade,2026-06-03
3373,6803,405,4,Mundo memoria leitura,2026-05-02
3374,4651,2508,4,Tempo mar vento,2025-10-31
3375,8599,4993,4,Dados dados memoria memoria,2026-04-19
3376,2478,4575,2,Leitura dados,2025-11-16
3377,1167,1421,2,Mar silencio,2025-09-26
3378,4111,1551,3,Mundo leitura silencio,2025-11-17
3379,8850,2837,4,Sombra silencio cidade dados,2025-07-06
3380,9168,2794,5,Silencio historia silencio fogo,2025-11-26
3381,6018,3743,4,Sombra mundo historia,2025-09-01
3382,3135,4037,4,Luz historia fogo,2025-10-17
3383,8741,2238,4,Vento memoria leitura fogo,2026-03-03
3384,8012,1042,2,Sonho sonho cidade mundo,2025-07-25
3385,6547,1228,4,Mar tempo dados sombra,2026-01-03
3386,8614,361,3,Silencio tempo fogo fogo,2025-07-07
3387,2022,3026,4,Fogo sonho historia,2026-01-07
3388,1271,1340,3,Sombra vento cidade luz,2025-12-22
3389,5698,877,2,Tempo sombra,2026-02-25
3390,1485,930,5,Historia cidade historia,2025-11-26
3391,2058,4932,3,Luz silencio historia mundo,2026-05-20
3392,4799,1549,3,Sonho mundo,2025-10-17
3393,5010,3833,3,Historia vento fogo,2025-10-20
3394,849,3263,5,Cidade sonho,2026-04-21
3395,8457,1014,3,Vento leitura,2026-06-13
3396,5258,1635,4,Vento leitura vento sombra,2026-01-07
3397,3456,2584,2,Mundo cidade mundo,2026-03-14
3398,7709,284,4,Silencio silencio sonho memoria,2026-06-08
3399,8142,1598,2,Mundo mar,2026-01-23
3400,3713,4634,3,Mar historia sonho sombra,2025-11-25
3401,5646,3011,3,Sonho tempo leitura,2025-10-13
3402,8946,4037,4,Silencio cidade,2026-01-27
3403,6563,3788,5,Memoria sombra,2025-09-28
3404,6892,494,4,Leitura mar tempo,2025-06-28
3405,7325,910,4,Leitura mundo historia dados,2026-02-14
3406,6702,891,4,Mar historia dados mar,2025-09-18
3407,8803,1465,4,Cidade silencio,2025-06-14
3408,3410,4841,4,Sombra sombra,2025-08-03
3409,4931,714,3,Mundo leitura mar,2026-05-03
3410,8000,1384,2,Historia cidade silencio,2026-05-23
3411,8051,4227,4,Mar vento luz leitura,2025-06-24
3412,8884,4722,3,Dados luz,2025-11-17
3413,8642,2862,4,Luz historia sonho,2026-04-14
3414,7491,1856,4,Fogo fogo sombra historia,2026-03-21
3415,9895,1630,3,Mundo memoria,2025-11-18
3416,3068,1686,4,Mar fogo,2026-01-27
3417,5300,3388,4,Mundo cidade leitura luz,2026-01-27
3418,6941,3008,3,Fogo cidade fogo,2026-02-28
3419,7066,1296,3,Luz leitura,2025-10-03
3420,8492,126,3,Vento fogo memoria,2025-10-13
3421,1578,4128,4,Vento vento,2025-11-23
3422,5095,2904,3,Sonho silencio luz sombra,2026-03-18
3423,3257,2896,2,Mundo mundo fogo,2026-05-27
3424,8590,287,5,Leitura memoria,2026-05-20
3425,9902,142,4,Tempo historia mundo sombra,2026-05-01
3426,2834,1911,4,Fogo sonho vento,2025-08-07
3427,7774,2445,2,Vento sonho tempo,2025-07-04
3428,4534,2687,4,Leitura luz cidade,2026-02-09
3429,9950,4629,4,Vento leitura,2025-12-02
3430,6731,4041,3,Historia luz,2026-06-03
3431,5577,4291,5,Luz historia tempo,2025-08-10
3432,3098,4742,5,Sonho memoria cidade,2025-10-29
3433,3838,4751,4,Vento fogo,2025-08-28
3434,2948,908,2,Mar mar mar,2026-05-29
3435,1102,3407,5,Leitura cidade memoria cidade,2026-04-13
3436,1693,3823,3,Mar sonho tempo,2025-08-19
3437,178,2443,2,Sonho luz mar sonho,2025-07-26
3438,3631,839,4,Leitura fogo vento mar,2025-12-04
3439,8147,3519,3,Sonho silencio leitura tempo,2026-04-12
3440,4854,3777,5,Vento memoria mundo leitura,2026-03-13
3441,6874,968,2,Vento sombra,2025-10-04
3442,9910,2052,2,Mar tempo silencio,2026-02-23
3443,221,3272,5,Mar fogo tempo,2026-02-27
3444,3815,2725,4,Fogo leitura,2025-12-28
3445,297,2323,2,Luz luz dados historia,2025-08-01
3446,3282,3791,2,Fogo sombra tempo dados,2026-02-17
3447,8913,2837,3,Memoria memoria sombra,2026-03-24
3448,2177,4449,2,Sonho silencio fogo,2025-07-04
3449,3801,757,4,Historia memoria cidade sombra,2025-11-19
3450,1681,518,3,Luz fogo luz,2025-09-12
3451,5726,4849,2,Dados sombra dados vento,2026-01-22
3452,3729,4786,5,Memoria leitura memoria,2025-08-04
3453,9011,1357,4,Memoria memoria,2025-11-18
3454,1771,2908,3,Fogo silencio,2026-04-25
3455,7010,2346,4,Memoria sombra,2026-03-28
3456,9458,254,3,Historia sonho,2026-03-15
3457,3490,1549,3,Tempo dados,2025-10-01
3458,8660,4101,4,Historia mundo,2025-08-15
3459,5131,2001,3,Sombra tempo sombra,2026-01-16
3460,922,3843,3,Luz dados dados sonho,2026-05-14
3461,1519,338,3,Mundo mundo sonho,2026-02-21
3462,9015,4645,4,Dados fogo memoria,2026-03-08
3463,4827,4229,4,Fogo leitura silencio,2025-09-04
3464,7439,769,5,Sonho dados mar,2026-01-23
3465,7513,3194,2,Tempo memoria vento,2026-02-20
3466,2469,276,3,Silencio fogo mundo historia,2025-08-19
3467,4034,141,4,Leitura dados,2025-12-23
3468,3693,4037,4,Vento leitura silencio historia,2026-04-20
3469,1916,1937,3,Memoria luz,2026-05-27
3470,2104,3638,1,Vento luz leitura,2026-05-28
3471,3385,2337,4,Leitura mar sonho fogo,2025-07-21
3472,256,3727,3,Sombra tempo memoria luz,2025-08-23
3473,8046,1215,3,Silencio historia silencio,2026-05-14
3474,8826,4107,4,Tempo cidade luz historia,2025-07-22
3475,5960,3070,2,Luz leitura historia,2026-02-08
3476,9798,2132,4,Mundo sonho,2026-04-27
3477,6679,3062,3,Cidade memoria silencio sombra,2025-07-16
3478,4144,1799,4,Sonho vento mundo memoria,2025-09-02
3479,9640,2901,4,Memoria cidade mundo,2025-09-23
3480,9837,112,3,Tempo mundo sonho silencio,2026-03-05
3481,2343,3078,5,Leitura mundo sonho,2026-04-17
3482,5280,3297,3,Mar luz,2025-11-22
3483,8807,1306,4,Memoria leitura sombra,2025-08-11
3484,2062,4660,4,Cidade vento,2025-12-19
3485,7440,1490,3,Vento luz dados,2026-04-17
3486,932,4098,5,Fogo luz fogo silencio,2026-04-29
3487,2072,108,5,Leitura sonho,2026-01-04
3488,5995,644,4,Cidade mar,2026-06-11
3489,4235,1739,3,Mar mundo silencio tempo,2025-08-27
3490,8970,1524,4,Luz mar vento,2026-03-09
3491,6004,4098,4,Memoria silencio,2025-11-10
3492,5011,4915,4,Fogo mar,2026-03-05
3493,1557,385,3,Historia cidade memoria leitura,2026-02-15
3494,2344,1930,5,Dados cidade dados sombra,2025-08-24
3495,2459,105,2,Leitura tempo memoria cidade,2025-11-23
3496,1427,3387,4,Sonho leitura vento,2025-09-05
3497,8160,2845,4,Cidade mundo,2025-08-24
